nomor_masuk,tanggal_masuk,nama_barang,kuantum_masuk,Bulan_masuk,nomor_jual,tanggal_jual,nama_pembeli,kuantum_jual,nominal,Bulan_jual,Hari
34,2020-01-28,BERAS,75000,2020-01,268,2020-03-24,TOKO BUNAWI ,500,4911500,2020-03,Tuesday
34,2020-01-28,BERAS,75000,2020-01,270,2020-03-24,TOKO NURFADILAH ,55,566500,2020-03,Tuesday
34,2020-01-28,BERAS,75000,2020-01,271,2020-03-24,TOKO NURFADILAH ,600,5893800,2020-03,Tuesday
34,2020-01-28,BERAS,75000,2020-01,273,2020-03-26,Harya Sari,600,5893800,2020-03,Thursday
34,2020-01-28,BERAS,75000,2020-01,275,2020-03-30,TOKO SUPER STOCK,650,6384950,2020-03,Monday
34,2020-01-28,BERAS,75000,2020-01,277,2020-03-30,TOKO MUNIR,750,7367250,2020-03,Monday
34,2020-01-28,BERAS,75000,2020-01,279,2020-04-03,TOKO PANISITAWATI HERMINA PAULA ,4000,42000000,2020-04,Friday
34,2020-01-28,BERAS,75000,2020-01,280,2020-04-03,TOKO MARDIUS ,3500,36750000,2020-04,Friday
34,2020-01-28,BERAS,75000,2020-01,281,2020-04-06,TOKO DWI SUSILO ,2100,22050000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,282,2020-04-06,TOKO ASEP SAFRUDIN ,1000,10500000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,283,2020-04-07,TOKO HERWIN ,5440,57120000,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,286,2020-04-09,TOKO KIAN KIONG ,930,9765000,2020-04,Thursday
34,2020-01-28,BERAS,75000,2020-01,287,2020-04-13,TOKO HERWIN ,13650,143325000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,288,2020-04-13,TOKO AGUSTINUS ,5000,52500000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,289,2020-04-13,TOKO ARI YANTO ,1800,18900000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,290,2020-04-14,TOKO HIDAYAH,900,8840700,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,294,2020-04-14,TOKO ABANG HERIYANSYAH ,1000,9823000,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,298,2020-04-14,TOKO KOTABARU,1500,14734500,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,300,2020-04-14,KARUNIA,800,7858400,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,302,2020-04-14,TOKO KARYA BINJAI,850,8349550,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,304,2020-04-14,TOKO REVAN,950,9331850,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,306,2020-04-15,TOKO KIAN KIONG ,4150,43575000,2020-04,Wednesday
34,2020-01-28,BERAS,75000,2020-01,307,2020-04-15,TOKO HERU SUSANTO ,7000,73500000,2020-04,Wednesday
34,2020-01-28,BERAS,75000,2020-01,308,2020-04-15,TOKO JUANTI ,3400,35700000,2020-04,Wednesday
34,2020-01-28,BERAS,75000,2020-01,309,2020-04-16,KOPERASI BRI MELAWI,1250,12875000,2020-04,Thursday
34,2020-01-28,BERAS,75000,2020-01,311,2020-04-16,TOKO ABIZAR,400,4120000,2020-04,Thursday
34,2020-01-28,BERAS,75000,2020-01,312,2020-04-16,TOKO ABIZAR,1100,10805300,2020-04,Thursday
34,2020-01-28,BERAS,75000,2020-01,314,2020-04-16,ANDY,350,3605000,2020-04,Thursday
34,2020-01-28,BERAS,75000,2020-01,315,2020-04-16,ANDY,900,8840700,2020-04,Thursday
34,2020-01-28,BERAS,75000,2020-01,317,2020-04-20,TOKO RIZKI SAKYAH,700,7140000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,318,2020-04-20,TOKO RIZKI SAKYAH,800,7858400,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,322,2020-04-20,TOKO YOGI,800,8160000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,323,2020-04-20,TOKO YOGI,750,7367250,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,327,2020-04-20,TOKO SUKA SUKA,550,5610000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,328,2020-04-20,TOKO SUKA SUKA,250,2455750,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,331,2020-04-20,TOKO IRVA,450,4590000,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,332,2020-04-20,TOKO IRVA,200,1964600,2020-04,Monday
34,2020-01-28,BERAS,75000,2020-01,342,2020-04-28,TOKO DARKUM KOPERASI DISPERINDAG ,120,1236000,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,343,2020-04-28,TOKO DARKUM KOPERASI DISPERINDAG ,4,92000,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,356,2020-04-28,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,380,4560000,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,357,2020-04-28,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,152,3496000,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,358,2020-04-28,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,4,92000,2020-04,Tuesday
34,2020-01-28,BERAS,75000,2020-01,363,2020-05-13,TOKO ENGKON,200000,2047000000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,376,2020-05-20,TOKO BOB-i,950,9785000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,377,2020-05-20,TOKO BOB-i,2300,23460000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,378,2020-05-20,TOKO BUMDES USAHA JAYA BERSAMA,850,8755000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,379,2020-05-20,TOKO BUMDES USAHA JAYA BERSAMA,2500,25500000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,380,2020-05-20,TOKO BERKAT USAHA,825,8497500,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,381,2020-05-20,TOKO BERKAT USAHA,3000,30600000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,382,2020-05-20,TOKO BU YULI,925,9527500,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,383,2020-05-20,TOKO BU YULI,2250,22950000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,384,2020-05-20,TOKO SIDAK,750,7725000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,385,2020-05-20,TOKO SIDAK,2400,24480000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,386,2020-05-20,TOKO ANUGRAH,700,7210000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,387,2020-05-20,TOKO ANUGRAH,2550,26010000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,388,2020-05-20,TOKO RITA ROSANTI ,7000,73500000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,389,2020-05-20,TOKO SAMSUL HIDAYAT ,7000,73500000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,390,2020-05-20,TOKO DEWI AFRITA ,6000,63000000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,391,2020-05-20,TOKO AGUSTINUS ,4500,47250000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,392,2020-05-20,TOKO NURFADILAH ,5500,57750000,2020-05,Wednesday
34,2020-01-28,BERAS,75000,2020-01,394,2020-06-04,TOKO ANUGRAH,900,8840700,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,396,2020-06-04,TOKO BERKAT USAHA,1500,14734500,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,401,2020-06-04,TOKO NURDIAH ,950,9331850,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,405,2020-06-04,TOKO MUNIR,1250,12278750,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,407,2020-06-04,TOKO ABANG HERIYANSYAH ,1500,14734500,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,411,2020-06-04,TOKO KOTABARU,2500,24557500,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,413,2020-06-04,SAHABAT ANDA,800,7858400,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,417,2020-06-05,Warung Nak Zihan,1250,12278750,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,419,2020-06-05,TOKO FAHRI,1000,9823000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,421,2020-06-05,TOKO ABIZAR,1500,14734500,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,423,2020-06-05,TOKO TOPIN,850,8349550,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,425,2020-06-05,TOKO SIDAK,500,4911500,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,427,2020-06-05,TOKO BOB-i,500,4911500,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,454,2020-06-10,TOKO DIDIK PRIOJADMIKO ,4000,42000000,2020-06,Wednesday
34,2020-01-28,BERAS,75000,2020-01,455,2020-06-10,TOKO SUKARDI ,5000,52500000,2020-06,Wednesday
34,2020-01-28,BERAS,75000,2020-01,456,2020-06-10,TOKO RUDY ,5000,52500000,2020-06,Wednesday
34,2020-01-28,BERAS,75000,2020-01,457,2020-06-10,TOKO ABANG HERIYANSYAH ,3000,31500000,2020-06,Wednesday
34,2020-01-28,BERAS,75000,2020-01,458,2020-06-10,TOKO APRIYANTO ,3010,31605000,2020-06,Wednesday
34,2020-01-28,BERAS,75000,2020-01,459,2020-06-10,TOKO AHMAD PUTRA ,2000,21000000,2020-06,Wednesday
34,2020-01-28,BERAS,75000,2020-01,460,2020-06-19,TOKO RIZKI SAKYAH,1500,15300000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,461,2020-06-19,TOKO RIZKI SAKYAH,1150,11296450,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,463,2020-06-19,SAHABAT ANDA,1300,13260000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,464,2020-06-19,SAHABAT ANDA,1100,10805300,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,466,2020-06-19,TOKO DARKUM KOPERASI DISPERINDAG ,1230,12546000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,467,2020-06-19,TOKO DARKUM KOPERASI DISPERINDAG ,1000,9823000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,469,2020-06-19,TOKO TOPIN,1100,11220000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,470,2020-06-19,TOKO TOPIN,950,9331850,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,471,2020-06-19,TOKO IRVA,950,9690000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,472,2020-06-19,TOKO IRVA,800,7858400,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,473,2020-06-19,TOKO HERUNIAWATI,1300,13260000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,474,2020-06-19,TOKO HERI HARYANTO ,1000,10500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,475,2020-06-19,TOKO SIMON SUMARDI ,1000,10500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,476,2020-06-19,TOKO DAVIS SUKA ,1500,15750000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,477,2020-06-19,TOKO DIANA RISTA ,4000,42000000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,478,2020-06-19,TOKO ABANG HERIYANSYAH ,2000,21000000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,479,2020-06-19,TOKO AMRAN ,500,5250000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,480,2020-06-19,TOKO ASEP SAFRUDIN ,500,5250000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,481,2020-06-19,TOKO DWIANA MARYATI ,1100,11550000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,482,2020-06-19,TOKO SOFIAN ,3000,31500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,483,2020-06-19,TOKO PESSY MIAR ,4000,42000000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,484,2020-06-19,TOKO SRI MASMIDAH ,5000,52500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,485,2020-06-19,TOKO ISNANI SITI RAFIAH ,1000,10500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,486,2020-06-19,TOKO ANDREAS INDAH ,5000,52500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,487,2020-06-19,TOKO DEWI AFRITA ,5000,52500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,488,2020-06-19,TOKO FEBRIANTI INDAH LESTARI ,2000,21000000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,489,2020-06-19,TOKO KHET MEN ,2500,26250000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,490,2020-06-19,TOKO YENNI SUSILAWATI ,1000,10500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,491,2020-06-19,TOKO SARDIYANTO ,1000,10500000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,492,2020-06-19,TOKO GATOT SUBROTO ,500,5250000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,493,2020-06-19,TOKO KARDI ,1500,15750000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,502,2020-06-23,TOKO ALIKA,450,4590000,2020-06,Tuesday
34,2020-01-28,BERAS,75000,2020-01,503,2020-06-23,TOKO ALIKA,50,491150,2020-06,Tuesday
34,2020-01-28,BERAS,75000,2020-01,504,2020-06-23,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,190,2280000,2020-06,Tuesday
34,2020-01-28,BERAS,75000,2020-01,505,2020-06-23,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,76,1748000,2020-06,Tuesday
34,2020-01-28,BERAS,75000,2020-01,506,2020-06-24,PT. BANK RAKYAT INDONESIA (PERSERO) Tbk.,300,3600000,2020-06,Wednesday
34,2020-01-28,BERAS,75000,2020-01,507,2020-06-24,PT. BANK RAKYAT INDONESIA (PERSERO) Tbk.,60,1380000,2020-06,Wednesday
34,2020-01-28,BERAS,75000,2020-01,509,2020-06-25,PT. BANK RAKYAT INDONESIA (PERSERO) Tbk.,675,8100000,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,510,2020-06-25,PT. BANK RAKYAT INDONESIA (PERSERO) Tbk.,135,3105000,2020-06,Thursday
34,2020-01-28,BERAS,75000,2020-01,513,2020-06-26,TOKO BU YULI,570,5814000,2020-06,Friday
34,2020-01-28,BERAS,75000,2020-01,514,2020-06-29,TOKO ALEXANDER Y. ,1000,10500000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,515,2020-06-29,TOKO ARI YANTO ,4000,42000000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,516,2020-06-29,TOKO AGUSTINUS ,5000,52500000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,517,2020-06-29,TOKO HENI LAY ,1000,10500000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,518,2020-06-29,TOKO SRI MASMIDAH ,5000,52500000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,519,2020-06-29,TOKO SIGID PAMBUDI ,1000,10500000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,520,2020-06-29,TOKO URAI INA KURNIA ,2000,21000000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,521,2020-06-29,TOKO JESAYA GINTING ,2500,26250000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,522,2020-06-29,TOKO KIAN KIONG ,1000,10500000,2020-06,Monday
34,2020-01-28,BERAS,75000,2020-01,523,2020-07-01,TOKO ARDO,380,3876000,2020-07,Wednesday
34,2020-01-28,BERAS,75000,2020-01,525,2020-07-06,TOKO BERKAH DUA PUTRA,105,1102500,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,526,2020-07-06,TOKO BERKAH DUA PUTRA,750,7650000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,527,2020-07-06,TOKO BERKAH DUA PUTRA,300,2946900,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,529,2020-07-07,TOKO KHET MEN ,1000,10500000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,530,2020-07-07,TOKO JESAYA GINTING ,2000,21000000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,531,2020-07-07,TOKO GATOT SUBROTO ,500,5250000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,532,2020-07-07,TOKO ENDANG RASMINI ,1000,10500000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,533,2020-07-07,TOKO BUNAWI ,1200,12600000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,534,2020-07-07,TOKO ARI YANTO ,3000,31500000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,535,2020-07-07,TOKO EKO BUDI WINASIS ,380,3990000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,536,2020-07-08,TOKO SYUHAINI,470,4794000,2020-07,Wednesday
34,2020-01-28,BERAS,75000,2020-01,539,2020-07-13,TOKO BUNGUR,100,1050000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,540,2020-07-13,TOKO BUNGUR,150,1473450,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,541,2020-07-13,TOKO BUNGUR,29,667000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,543,2020-07-13,TOKO PESSY MIAR ,4000,42000000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,544,2020-07-13,TOKO ASUN ,1500,15750000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,545,2020-07-13,TOKO SILVIANA ,2000,21000000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,546,2020-07-13,TOKO JUANTI ,2000,21000000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,547,2020-07-13,TOKO IDAWATI ,200,2100000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,548,2020-07-13,TOKO MIKA ERNAWATI ,350,3675000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,549,2020-07-13,TOKO HERU SUSANTO ,6000,63000000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,550,2020-07-13,TOKO ALFONSO ,5000,52500000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,551,2020-07-13,TOKO IGNASIUS SUNARNO ,5000,52500000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,552,2020-07-13,TOKO FEBRIANTI INDAH LESTARI ,1000,10500000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,553,2020-07-13,TOKO BUNAWI ,460,4830000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,554,2020-07-13,TOKO AIDI K.,50000,510000000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,555,2020-07-14,TOKO KHET MEN ,3000,31500000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,556,2020-07-14,TOKO ACAP ,1500,15750000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,557,2020-07-14,TOKO ENDANG HARTATI ,1500,15750000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,558,2020-07-14,TOKO BUNAWI ,1500,15750000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,559,2020-07-14,TOKO SUKARDI ,1800,18900000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,560,2020-07-17,TOKO KIAN KIONG ,1000,10485000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,561,2020-07-17,TOKO PRAYOGA ,2000,20970000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,562,2020-07-17,TOKO ISNANI SITI RAFIAH ,1000,10485000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,563,2020-07-17,TOKO SIGID PAMBUDI ,1500,15727500,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,564,2020-07-17,TOKO SARDIYANTO ,1500,15727500,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,565,2020-07-17,TOKO ENDANG HARTATI ,1000,10485000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,566,2020-07-17,TOKO ANDREAS INDAH ,7000,73395000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,567,2020-07-17,TOKO BUNAWI ,100,1048500,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,568,2020-07-17,TOKO KARDI ,1500,15727500,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,569,2020-07-17,TOKO HENI LAY ,1000,10485000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,570,2020-07-17,TOKO ALEXANDER Y. ,1000,10485000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,571,2020-07-17,TOKO HERI HARYANTO ,1000,10485000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,572,2020-07-17,TOKO FATMAWATI ,1500,15727500,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,573,2020-07-17,TOKO HERMANSYAH ,300,3145500,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,574,2020-07-17,TOKO SOFIAN ,2000,20970000,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,575,2020-07-17,TOKO NURDIAH ,1500,15727500,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,576,2020-07-17,TOKO MAJU TERUS,1550,15538750,2020-07,Friday
34,2020-01-28,BERAS,75000,2020-01,577,2020-07-20,TOKO YENNI SUSILAWATI ,1500,15727500,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,578,2020-07-20,TOKO PANISITAWATI HERMINA PAULA ,3500,36697500,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,579,2020-07-20,TOKO DEWI AFRITA ,5000,52425000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,580,2020-07-20,TOKO ENDANG HARTATI ,2000,20970000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,581,2020-07-20,TOKO JESAYA GINTING ,2500,26212500,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,582,2020-07-20,TOKO BUNAWI ,760,7968600,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,583,2020-07-20,TOKO SUMARSONO ,5000,52425000,2020-07,Monday
34,2020-01-28,BERAS,75000,2020-01,584,2020-07-21,TOKO ARDO,1400,14035000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,586,2020-07-21,TOKO BUNAWI ,180,1887300,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,587,2020-07-21,TOKO ARI YANTO ,5000,52425000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,588,2020-07-21,TOKO ALEXANDER Y. ,1000,10485000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,589,2020-07-21,TOKO APRIYANTO ,2500,26212500,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,590,2020-07-21,TOKO HENDRA. S ,1000,10485000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,591,2020-07-21,TOKO DAVIS SUKA ,1500,15727500,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,592,2020-07-21,TOKO DWIANA MARYATI ,700,7339500,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,593,2020-07-21,TOKO SUNDARIANTO ,500,5242500,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,594,2020-07-21,TOKO AMRAN ,500,5242500,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,595,2020-07-21,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,180,2160000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,596,2020-07-21,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,72,1656000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,598,2020-07-28,TOKO ABANG HERIYANSYAH ,4500,47182500,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,599,2020-07-28,TOKO AGUSTINUS ,6000,62910000,2020-07,Tuesday
34,2020-01-28,BERAS,75000,2020-01,601,2020-08-11,TOKO BU YULI,150,1571250,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,602,2020-08-11,TOKO BU YULI,1500,15285000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,603,2020-08-11,TOKO SIDAK,100,1047500,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,604,2020-08-11,TOKO SIDAK,1200,12228000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,605,2020-08-11,TOKO ABIZAR,100,1047500,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,606,2020-08-11,TOKO ABIZAR,1100,11209000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,607,2020-08-11,TOKO BUNGUR,100,1047500,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,608,2020-08-11,TOKO BUNGUR,1020,10393800,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,609,2020-08-11,TOKO BUNGUR,1100,10809700,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,611,2020-08-11,TOKO FAKHLI HARUDI ,17000,178245000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,612,2020-08-11,TOKO IMIN ,1500,15727500,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,613,2020-08-11,TOKO SRI MASMIDAH ,9000,94365000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,614,2020-08-11,TOKO PESSY MIAR ,12000,125820000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,615,2020-08-11,TOKO LINA ,4000,41940000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,616,2020-08-11,TOKO IIP KUSPOYO ,2000,20970000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,617,2020-08-11,TOKO NURFADILAH ,2470,25897950,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,618,2020-08-11,TOKO ISNANI SITI RAFIAH ,2000,20970000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,619,2020-08-11,TOKO ABANG HERIYANSYAH ,1500,15727500,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,620,2020-08-11,TOKO EKA SAPUTRA JAYA ,1800,18873000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,621,2020-08-11,TOKO SUBIANTO ,1500,15727500,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,622,2020-08-11,TOKO MARDIUS ,1500,15727500,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,623,2020-08-11,TOKO DAVIS SUKA ,1500,15727500,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,624,2020-08-11,TOKO SILVIANA ,2000,20970000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,625,2020-08-11,TOKO FLORENTINA ,1000,10485000,2020-08,Tuesday
34,2020-01-28,BERAS,75000,2020-01,626,2020-08-11,TOKO FATMAWATI ,1500,15727500,2020-08,Tuesday
