nomor,tanggal,nama_pembeli,nama_barang,kuantum,nominal
801,10/22/2020,TOKO MOMONG ALPINA ,MIGOR,600,7695600
802,10/22/2020,TOKO MOMONG ALPINA ,TEPUNG,20,166520
803,10/22/2020,TOKO EKA SAPUTRA JAYA ,MIGOR,360,4617360
804,10/22/2020,TOKO EKA SAPUTRA JAYA ,TEPUNG,40,333040
805,10/23/2020,TOKO FEBRIANTI INDAH LESTARI ,BERAS,1470,15868650
806,10/23/2020,TOKO KHET MEN ,BERAS,1000,10795000
807,10/23/2020,TOKO DWI SUSILO ,BERAS,840,9067800
808,10/23/2020,TOKO GERRY GUMILANG ,BERAS,2000,21590000
809,10/23/2020,TOKO DWIANA MARYATI ,BERAS,500,5397500
810,10/23/2020,TOKO SOFIAN ,BERAS,2000,21590000
811,10/23/2020,TOKO IIP KUSPOYO ,BERAS,1000,10795000
812,10/26/2020,TOKO PRAYOGA ,BERAS,5000,53975000
813,10/26/2020,TOKO IMIN ,BERAS,1000,10795000
814,10/26/2020,TOKO JUANTI ,BERAS,1700,18351500
815,10/26/2020,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,185,2220000
816,10/26/2020,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,BERAS,74,1702000
817,11/4/2020,TOKO BUNGUR,BERAS,100,1076500
818,11/4/2020,TOKO BUNGUR,BERAS,700,7339500
819,11/4/2020,TOKO BUNGUR,GULA,150,1770000
820,11/4/2020,TOKO BUNGUR,DAGING,80,7052800
821,11/4/2020,TOKO BUNGUR,MIGOR,40,513040
822,11/6/2020,TOKO BU YULI,BERAS,700,7350000
823,11/6/2020,TOKO DWI SUSILO ,BERAS,1050,11334750
824,11/6/2020,TOKO URAI INA KURNIA ,BERAS,2700,29146500
825,11/6/2020,TOKO GERRY GUMILANG ,BERAS,4000,43180000
826,11/9/2020,TOKO IRVA,BERAS,50,538250
827,11/9/2020,TOKO IRVA,BERAS,750,7863750
828,11/9/2020,TOKO IRVA,GULA,250,2950000
829,11/9/2020,TOKO IRVA,DAGING,50,4408000
830,11/9/2020,TOKO ARDO,BERAS,700,7350000
831,11/9/2020,TOKO ARDO,BERAS,200,2024000
832,11/9/2020,TOKO HERI HARYANTO ,BERAS,500,5397500
833,11/9/2020,TOKO ABANG HERIYANSYAH ,BERAS,2000,21590000
834,11/9/2020,TOKO APRIYANTO ,BERAS,2400,25908000
835,11/9/2020,TOKO DEWI AFRITA ,BERAS,2000,21590000
836,11/11/2020,TOKO ADELA,BERAS,350,3669750
837,11/11/2020,TOKO ADELA,BERAS,150,1518000
838,11/11/2020,TOKO ENDANG HARTATI ,BERAS,2000,21590000
839,11/11/2020,TOKO SILVIANA ,BERAS,1000,10795000
840,11/12/2020,TOKO IDAWATI ,BERAS,230,2481700
841,11/12/2020,TOKO APRIYANTO ,BERAS,1100,11869000
842,11/12/2020,TOKO FATMAWATI ,BERAS,1000,10790000
843,11/12/2020,TOKO IIP KUSPOYO ,BERAS,1000,10790000
844,11/12/2020,TOKO HENI LAY ,BERAS,500,5395000
845,11/13/2020,TOKO DEWI AFRITA ,BERAS,4000,43160000
846,11/13/2020,TOKO AMRAN ,BERAS,200,2158000
847,11/16/2020,TOKO YENNI SUSILAWATI ,BERAS,2000,21580000
848,11/16/2020,TOKO YULIANA ,BERAS,4000,43160000
849,11/16/2020,TOKO YAKOB ,BERAS,6000,64740000
850,11/16/2020,TOKO HERMANTO ,BERAS,4000,43160000
851,11/17/2020,TOKO ENDANG SUSILAWATI ,BERAS,8000,86320000
852,11/17/2020,TOKO ARI YANTO ,BERAS,2000,21580000
853,11/17/2020,TOKO MIKA ERNAWATI ,BERAS,450,4855500
854,11/17/2020,TOKO EKO BUDI WINASIS ,BERAS,360,3884400
855,11/17/2020,TOKO JUANTI ,BERAS,1500,16185000
856,11/17/2020,TOKO HERMANSYAH ,BERAS,300,3237000
857,11/17/2020,TOKO NURDIAH ,BERAS,300,3237000
858,11/17/2020,TOKO ASEP SAFRUDIN ,BERAS,400,4316000
859,11/17/2020,TOKO SUNDARIANTO ,BERAS,600,6474000
860,11/17/2020,TOKO NURFADILAH ,BERAS,1900,20501000
861,11/17/2020,TOKO IMIN ,BERAS,1500,16185000
862,11/18/2020,TOKO SIMON SUMARDI ,BERAS,1300,14027000
863,11/18/2020,TOKO ALEXANDER Y. ,BERAS,2250,24277500
864,11/18/2020,TOKO DWIANA MARYATI ,BERAS,250,2697500
865,11/18/2020,TOKO KHET MEN ,BERAS,500,5395000
866,11/18/2020,TOKO SARDIYANTO ,BERAS,2000,21580000
867,11/20/2020,TOKO FLORENTINA ,BERAS,500,5395000
868,11/20/2020,TOKO RUSMALA ,BERAS,400,4316000
869,11/20/2020,TOKO QOYIM MASYAHARI ,BERAS,500,5395000
870,11/20/2020,TOKO FEBRIANTI INDAH LESTARI ,BERAS,670,7232650
871,11/20/2020,TOKO DWI SUSILO ,BERAS,1150,12408500
872,11/23/2020,TOKO FEBRIANTI INDAH LESTARI ,BERAS,830,8955700
873,11/23/2020,TOKO PRAYOGA ,BERAS,5000,53950000
874,11/23/2020,TOKO ANDREAS INDAH ,BERAS,4030,43483700
875,11/23/2020,TOKO HENDRA. S ,BERAS,500,5395000
876,11/23/2020,TOKO IMIN ,BERAS,3500,37765000
877,11/24/2020,TOKO YAKOB ,BERAS,110,1186900
878,11/24/2020,TOKO ENDANG SUSILAWATI ,BERAS,4000,43160000
879,11/24/2020,TOKO GERRY GUMILANG ,BERAS,6000,64740000
880,11/24/2020,TOKO APRIYANTO ,BERAS,2000,21580000
881,11/24/2020,TOKO MUHAMMAD RONI ,BERAS,500,5395000
882,11/24/2020,TOKO ABANG HERIYANSYAH ,BERAS,4000,43160000
883,11/24/2020,TOKO AIDI K.,BERAS,12460,130643100
884,11/24/2020,TOKO BU YULI,BERAS,175,1883875
885,11/24/2020,TOKO BU YULI,BERAS,1140,11952900
886,11/24/2020,TOKO BU YULI,BERAS,600,6072000
887,11/24/2020,TOKO NURFADILAH ,GULA,1512,18144000
888,11/24/2020,TOKO NURFADILAH ,DAGING,200,17232000
889,11/24/2020,TOKO NURFADILAH ,MIGOR,60,769560
890,11/24/2020,TOKO NURFADILAH ,TEPUNG,60,499560
891,11/25/2020,TOKO AIDI K.,BERAS,33880,359771720
892,11/26/2020,TOKO AIDI K.,BERAS,17390,184664410
893,11/27/2020,TOKO ADELA,BERAS,500,5309500
894,11/27/2020,TOKO ADELA,BERAS,50,506000
895,11/27/2020,TOKO ADELA,GULA,96,1152000
896,11/27/2020,TOKO ADELA,DAGING,100,8616000
897,11/27/2020,TOKO AIDI K.,BERAS,17390,184664410
898,11/27/2020,TOKO ISNANI SITI RAFIAH ,BERAS,1500,16185000
899,12/1/2020,TOKO AIDI K.,BERAS,23480,249334120
900,12/2/2020,TOKO BERKAH DUA PUTRA,GULA,312,3744000
901,12/2/2020,TOKO BERKAH DUA PUTRA,DAGING,40,3446400
902,12/2/2020,TOKO BERKAH DUA PUTRA,MIGOR,48,615648
903,12/2/2020,TOKO BERKAH DUA PUTRA,TEPUNG,140,1165640
904,12/2/2020,TOKO AIDI K.,BERAS,18640,197938160
905,12/2/2020,TOKO AIDI K.,BERAS,25,575000
906,12/2/2020,TOKO ENDANG HARTATI ,BERAS,2000,21650000
907,12/3/2020,TOKO AMI,GULA,970,11640000
908,12/3/2020,TOKO KOPERASI KONSUMEN SYARIAH BERKAH BERSEMI,GULA,950,11400000
909,12/3/2020,TOKO AIDI K.,BERAS,520,5452200
910,12/3/2020,TOKO URAI INA KURNIA ,BERAS,2000,21650000
911,12/4/2020,TOKO AIDI K.,BERAS,10820,114897580
912,12/7/2020,TOKO DEDES,BERAS,1000,10619000
913,12/7/2020,TOKO YUSMAN DABU,GULA,168,2016000
914,12/7/2020,TOKO YUSMAN DABU,DAGING,50,4308000
915,12/7/2020,TOKO YUSMAN DABU,MIGOR,144,1846944
916,12/7/2020,TOKO YUSMAN DABU,TEPUNG,40,333040
917,12/10/2020,TOKO SIDAK,BERAS,1000,10619000
918,12/10/2020,TOKO SIDAK,GULA,48,576000
919,12/10/2020,TOKO SIDAK,DAGING,50,4308000
920,12/10/2020,TOKO SIDAK,MIGOR,36,461736
921,12/10/2020,TOKO SIDAK,TEPUNG,20,166520
922,12/15/2020,TOKO SIMON SUMARDI ,BERAS,1400,15155000
923,12/15/2020,TOKO ARI YANTO ,BERAS,2000,21650000
924,12/15/2020,TOKO HERI HARYANTO ,BERAS,700,7577500
925,12/15/2020,TOKO JUANTI ,BERAS,1500,16237500
926,12/15/2020,TOKO NURFADILAH ,BERAS,1000,10825000
927,12/15/2020,TOKO IMIN ,BERAS,3500,37887500
928,12/15/2020,TOKO SARDIYANTO ,BERAS,2000,21650000
929,12/15/2020,TOKO DWI SUSILO ,BERAS,380,4113500
930,12/15/2020,TOKO DEWI AFRITA ,BERAS,7000,75775000
931,12/15/2020,TOKO BUNAWI ,BERAS,1500,16237500
932,12/16/2020,TOKO ENDANG HARTATI ,BERAS,2000,21650000
933,12/16/2020,TOKO IDAWATI ,BERAS,230,2489750
934,12/16/2020,TOKO ASEP SAFRUDIN ,BERAS,400,4330000
935,12/16/2020,TOKO AMRAN ,BERAS,300,3247500
936,12/16/2020,TOKO HENI LAY ,BERAS,470,5087750
937,12/16/2020,TOKO SUNDARIANTO ,BERAS,400,4330000
938,12/16/2020,TOKO IIP KUSPOYO ,BERAS,1000,10825000
939,12/16/2020,TOKO AIDI K.,BERAS,1660,17627540
940,12/17/2020,TOKO EKO BUDI WINASIS ,BERAS,350,3788750
941,12/17/2020,TOKO AGUSTINUS ,BERAS,500,5412500
942,12/17/2020,TOKO QOYIM MASYAHARI ,BERAS,500,5412500
943,12/17/2020,TOKO SOFIAN ,BERAS,500,5412500
944,12/17/2020,TOKO YENNI SUSILAWATI ,BERAS,2000,21650000
945,12/17/2020,TOKO KHET MEN ,BERAS,500,5412500
946,12/17/2020,TOKO DEWI AFRITA ,BERAS,3040,32908000
947,12/17/2020,TOKO ENDANG SUSILAWATI ,BERAS,10000,108250000
948,12/18/2020,TOKO FEBRIANTI INDAH LESTARI ,BERAS,1500,16159500
949,12/18/2020,TOKO DIDIK PRIOJADMIKO ,BERAS,1800,19391400
950,12/18/2020,TOKO DWI SUSILO ,BERAS,1620,17452260
951,12/18/2020,TOKO DEWI AFRITA ,BERAS,1960,21115080
952,12/18/2020,TOKO ALEXANDER Y. ,BERAS,2250,24239250
953,12/18/2020,TOKO MIKA ERNAWATI ,BERAS,500,5386500
954,12/18/2020,TOKO APRIYANTO ,BERAS,500,5386500
955,12/18/2020,TOKO JUANTI ,BERAS,500,5386500
956,12/21/2020,TOKO ANDREAS INDAH ,BERAS,4000,43092000
957,12/21/2020,TOKO GERRY GUMILANG ,BERAS,4000,43092000
958,12/21/2020,TOKO YAKOB ,BERAS,6000,64638000
959,12/21/2020,TOKO HERMANTO ,BERAS,3500,37705500
960,12/21/2020,TOKO YULIANA ,BERAS,3500,37705500
961,12/21/2020,TOKO BU YULI,BERAS,100,1086000
962,12/21/2020,TOKO BU YULI,BERAS,1000,10619000
963,12/21/2020,TOKO BU YULI,BERAS,50,510300
964,12/21/2020,TOKO BU YULI,GULA,300,3600000
965,12/21/2020,TOKO BU YULI,DAGING,100,8616000
966,12/21/2020,TOKO BU YULI,MIGOR,400,5130400
967,12/21/2020,TOKO BU YULI,TEPUNG,40,333040
968,12/21/2020,Warung Nak Zihan,BERAS,100,1086000
969,12/21/2020,Warung Nak Zihan,BERAS,650,6902350
970,12/21/2020,Warung Nak Zihan,BERAS,100,1020600
971,12/21/2020,Warung Nak Zihan,GULA,420,5040000
972,12/21/2020,Warung Nak Zihan,DAGING,75,6462000
973,12/21/2020,Warung Nak Zihan,MIGOR,80,1026080
974,12/21/2020,Warung Nak Zihan,TEPUNG,100,832600
975,12/22/2020,TOKO IRVA,GULA,2400,28800000
976,12/22/2020,TOKO ADELA,GULA,2400,28800000
977,12/22/2020,TOKO ADELA,MIGOR,60,769560
978,12/29/2020,TOKO BERKAH DUA PUTRA,GULA,2000,24000000
979,12/29/2020,TOKO BUNGUR,GULA,1288,15456000
980,1/6/2021,TOKO ALIKA,GULA,36,432000
981,1/6/2021,TOKO ALIKA,DAGING,25,2154000
982,1/6/2021,TOKO AMI,GULA,36,432000
983,1/6/2021,TOKO AMI,DAGING,75,6462000
984,1/6/2021,TOKO AMI,DAGING,40,2806400
985,1/6/2021,TOKO KOTABARU,GULA,120,1440000
986,1/6/2021,TOKO KOTABARU,DAGING,75,6462000
987,1/6/2021,TOKO KOTABARU,BERAS,1500,15850500
988,1/11/2021,TOKO NURJANAH,GULA,96,1152000
989,1/11/2021,TOKO NURJANAH,DAGING,40,2806400
990,1/11/2021,TOKO MUNIR,BERAS,750,7925250
991,1/11/2021,SAHABAT ANDA,DAGING,150,12924000
992,1/11/2021,SAHABAT ANDA,DAGING,40,2806400
993,1/11/2021,SAHABAT ANDA,MIGOR,60,769560
994,1/14/2021,TOKO ALEXANDER Y. ,BERAS,2250,24239250
995,1/14/2021,TOKO ASEP SAFRUDIN ,BERAS,300,3231900
996,1/14/2021,TOKO AMRAN ,BERAS,300,3231900
997,1/14/2021,TOKO HERI HARYANTO ,BERAS,600,6463800
998,1/14/2021,TOKO DWIANA MARYATI ,BERAS,250,2693250
999,1/14/2021,TOKO SUNDARIANTO ,BERAS,400,4309200
1000,1/14/2021,TOKO QOYIM MASYAHARI ,BERAS,250,2693250
1001,1/14/2021,TOKO DEWI AFRITA ,BERAS,5000,53865000
1002,1/14/2021,TOKO URAI INA KURNIA ,BERAS,2000,21546000
1003,1/14/2021,TOKO IIP KUSPOYO ,BERAS,1000,10773000
1004,1/14/2021,TOKO ASUN ,BERAS,1500,16159500
1005,1/14/2021,TOKO FEBRIANTI INDAH LESTARI ,BERAS,1500,16159500
1006,1/18/2021,TOKO SULASTRI AGUSTINI,DAGING,50,4308000
1007,1/18/2021,TOKO BERKAH DUA PUTRA,MIGOR,108,1385208
1008,1/18/2021,TOKO SUPER STOCK,GULA,96,1152000
1009,1/18/2021,TOKO SIDAK,TEPUNG,20,166520
1010,1/20/2021,TOKO ARDO,DAGING,200,14032000
1011,1/20/2021,TOKO SULASTRI AGUSTINI,DAGING,140,9822400
1012,1/22/2021,TOKO DWI RETNO SAMUDRO,MIGOR,204,2616504
1013,1/22/2021,TOKO KOPERASI KONSUMEN SYARIAH BERKAH BERSEMI,GULA,72,864000
1014,1/22/2021,TOKO KOPERASI KONSUMEN SYARIAH BERKAH BERSEMI,DAGING,25,2154000
1015,1/22/2021,TOKO SYUHAINI,GULA,72,864000
1016,1/22/2021,Warung Nak Zihan,MIGOR,204,2616504
1017,1/28/2021,TOKO JERORA JAYA,BERAS,350,3699150
1018,1/28/2021,TOKO MAJU TERUS,BERAS,350,3699150
1019,1/28/2021,TOKO MAJU TERUS,TEPUNG,100,832600
1020,1/28/2021,TOKO JERORA JAYA,DAGING,25,2154000
1021,1/28/2021,TOKO JERORA JAYA,GULA,96,1152000
1022,1/28/2021,TOKO BUNAWI ,MIGOR,96,1231296
1023,2/1/2021,TOKO NURFADILAH ,MIGOR,1008,12928608
1024,2/1/2021,TOKO NURFADILAH ,DAGING,25,2154000
1025,2/1/2021,TOKO NURFADILAH ,GULA,360,4320000
1026,2/2/2021,TOKO ANDREAS INDAH ,BERAS,1750,18856250
1027,2/2/2021,TOKO JERORA JAYA,MIGOR,960,12312960
1028,2/3/2021,TOKO YUSMAN DABU,MIGOR,1200,15391200
1029,2/5/2021,TOKO MAJU TERUS,GULA,1000,12000000
1030,2/5/2021,TOKO BERKAH DUA PUTRA,DAGING,50,4308000
1031,2/5/2021,TOKO BERKAH DUA PUTRA,MIGOR,832,10671232
1032,2/5/2021,TOKO BERKAH DUA PUTRA,BERAS,800,8455200
1033,2/5/2021,TOKO MAJU TERUS,TEPUNG,80,666080
1034,2/10/2021,TOKO MUNIR,GULA,440,5280000
1035,2/16/2021,TOKO BOB-i,GULA,360,4320000
1036,2/16/2021,TOKO BUNGUR,TEPUNG,100,887600
1037,2/16/2021,TOKO AMI,DAGING,100,8616000
1038,2/16/2021,TOKO URAI INA KURNIA ,BERAS,2000,21550000
1039,2/16/2021,TOKO SARDIYANTO ,BERAS,2000,21550000
1040,2/16/2021,TOKO KHET MEN ,BERAS,500,5387500
1041,2/16/2021,TOKO ENDANG SUSILAWATI ,BERAS,6000,64650000
1042,2/16/2021,TOKO ENDANG HARTATI ,BERAS,1000,10775000
1043,2/16/2021,TOKO DEWI AFRITA ,BERAS,3000,32325000
1044,2/16/2021,TOKO BUNGUR,BERAS,1000,10569000
1045,2/17/2021,TOKO AMRAN ,BERAS,300,3232500
1046,2/17/2021,TOKO SIMON SUMARDI ,BERAS,1000,10775000
1047,2/17/2021,TOKO JUANTI ,BERAS,2000,21550000
1048,2/17/2021,TOKO HERI HARYANTO ,BERAS,700,7542500
1049,2/17/2021,TOKO SOFIAN ,BERAS,400,4310000
1050,2/17/2021,TOKO MOMONG ALPINA ,BERAS,500,5387500
1051,2/17/2021,TOKO IMIN ,BERAS,3000,32325000
1052,2/17/2021,TOKO IDAWATI ,BERAS,230,2478250
1053,2/17/2021,TOKO EKO BUDI WINASIS ,BERAS,320,3448000
1054,2/17/2021,TOKO ASEP SAFRUDIN ,BERAS,300,3232500
1055,2/19/2021,TOKO DEDES,BERAS,500,5284500
1056,2/19/2021,TOKO DEDES,DAGING,100,8616000
1057,2/22/2021,TOKO ARDO,DAGING,80,5612800
1058,2/22/2021,Warung Nak Zihan,GULA,1120,13440000
1059,2/23/2021,TOKO YAKOB ,BERAS,6000,64650000
1060,2/23/2021,TOKO ENDANG SUSILAWATI ,BERAS,6000,64650000
1061,2/23/2021,TOKO DEWI AFRITA ,BERAS,3500,37712500
1062,2/23/2021,TOKO MIKA ERNAWATI ,BERAS,500,5387500
1063,2/23/2021,TOKO ALEXANDER Y. ,BERAS,1250,13468750
1064,2/23/2021,TOKO GERRY GUMILANG ,BERAS,2350,25321250
1065,2/25/2021,TOKO BU YULI,DAGING,80,6892800
1066,3/2/2021,TOKO NURDIAH ,TEPUNG,100,887600
1067,3/2/2021,TOKO IRVA,BERAS,400,4227600
1068,3/2/2021,TOKO RIZKI SAKYAH,GULA,200,2400000
1069,3/2/2021,SAHABAT ANDA,DAGING,100,8616000
1070,3/3/2021,TOKO BU YULI,DAGING,80,5612800
1071,3/3/2021,TOKO BU YULI,BERAS,500,5284500
1072,3/9/2021,TOKO MOMONG ALPINA ,DAGING,60,5169600
1073,3/9/2021,TOKO MOMONG ALPINA ,BERAS,320,3382080
1074,3/9/2021,TOKO MOMONG ALPINA ,TEPUNG,102,905352
1075,3/9/2021,TOKO MOMONG ALPINA ,GULA,32,384000
1076,3/18/2021,TOKO ABIZAR,DAGING,35,3015600
1077,3/18/2021,TOKO ABIZAR,BERAS,50,528450
1078,3/18/2021,TOKO MAJU TERUS,DAGING,50,3508000
1079,3/18/2021,TOKO FATHULLAH ZIKRI,GULA,200,2400000
1080,3/18/2021,TOKO FATHULLAH ZIKRI,BERAS,100,1056900
1081,3/19/2021,TOKO USAHA ,BERAS,100,1056900
1082,3/19/2021,TOKO MUNIR,DAGING,40,2806400
1083,3/19/2021,TOKO MUNIR,BERAS,40,666400
1084,3/19/2021,TOKO USAHA ,DAGING,25,2154000
1085,3/22/2021,TOKO KOTABARU,BERAS,250,2642250
1086,3/22/2021,TOKO BERKAH DUA PUTRA,DAGING,25,2154000
1087,3/22/2021,TOKO BERKAH DUA PUTRA,DAGING,20,1403200
1088,3/22/2021,TOKO BOB-i,GULA,200,2400000
1089,3/22/2021,TOKO BOB-i,BERAS,100,1056900
1090,3/22/2021,TOKO KOTABARU,DAGING,10,701600
1091,3/23/2021,TOKO BUNGUR,DAGING,35,3015600
1092,3/23/2021,TOKO SIDAK,DAGING,35,3015600
1093,3/23/2021,TOKO BUNGUR,TEPUNG,50,443800
1094,3/23/2021,TOKO SULASTRI AGUSTINI,TEPUNG,60,532560
1095,3/23/2021,TOKO SULASTRI AGUSTINI,DAGING,35,3015600
1096,3/23/2021,TOKO AQIL,TEPUNG,38,337288
1097,3/23/2021,TOKO AQIL,DAGING,35,3015600
1098,3/23/2021,TOKO SIDAK,TEPUNG,50,443800
1099,3/25/2021,TOKO JERORA JAYA,GULA,160,1920000
1100,3/25/2021,TOKO AMI,DAGING,60,5169600
1101,3/25/2021,TOKO JERORA JAYA,DAGING,40,3446400
1102,3/25/2021,KARUNIA,DAGING,30,2104800
1103,3/25/2021,KARUNIA,BERAS,150,1585350
1104,3/26/2021,TOKO ANUGRAH,BERAS,500,5437500
1105,3/26/2021,TOKO ADELA,DAGING,50,4308000
1106,3/26/2021,TOKO YUSMAN DABU,DAGING,50,4308000
1107,3/26/2021,TOKO DWI RETNO SAMUDRO,DAGING,60,4209600
1108,3/26/2021,TOKO DWI RETNO SAMUDRO,BERAS,500,5437500
1109,3/26/2021,TOKO ANUGRAH,DAGING,40,2806400
1110,3/29/2021,Warung Nak Zihan,DAGING,20,1403200
1111,3/29/2021,Warung Nak Zihan,GULA,120,1440000
1112,3/29/2021,Warung Nak Zihan,BERAS,20,333200
1113,3/30/2021,TOKO HIDAYAH,BERAS,300,3262500
1114,4/5/2021,TOKO SIDAK,DAGING,80,5852800
1115,4/6/2021,TOKO BU YULI,BERAS,2000,20412000
1116,4/6/2021,TOKO GERRY GUMILANG ,BERAS,1860,20227500
1117,4/6/2021,TOKO YULIANA ,BERAS,1000,10875000
1118,4/6/2021,TOKO HERMANTO ,BERAS,6000,65250000
1119,4/6/2021,TOKO YAKOB ,BERAS,6000,65250000
1120,4/6/2021,TOKO ENDANG SUSILAWATI ,BERAS,5000,54375000
1121,4/6/2021,TOKO RIZKI SAKYAH,TEPUNG,100,887600
1122,4/6/2021,TOKO RIZKI SAKYAH,BERAS,200,2041200
1123,4/6/2021,TOKO RIZKI SAKYAH,GULA,220,2640000
1124,4/7/2021,TOKO URAI INA KURNIA ,BERAS,2000,21750000
1125,4/7/2021,TOKO YENNI SUSILAWATI ,BERAS,5000,54375000
1126,4/7/2021,TOKO FEBRIANTI INDAH LESTARI ,BERAS,3500,38062500
1127,4/7/2021,TOKO ENDANG HARTATI ,BERAS,1000,10875000
1128,4/7/2021,TOKO KHET MEN ,BERAS,1000,10875000
1129,1/6/2021,TOKO KOTABARU,BERAS,1500,15850500
1130,1/6/2021,TOKO KOTABARU,GULA,120,1440000
1131,1/6/2021,TOKO KOTABARU,DAGING,75,6462000
1132,1/6/2021,TOKO AMI,GULA,36,432000
1133,1/6/2021,TOKO AMI,DAGING,75,6462000
1134,1/6/2021,TOKO AMI,DAGING,40,2806400
1135,1/6/2021,TOKO ALIKA,GULA,36,432000
1136,1/6/2021,TOKO ALIKA,DAGING,25,2154000
1137,1/11/2021,TOKO MUNIR,BERAS,750,7925250
1138,1/11/2021,TOKO NURJANAH,GULA,96,1152000
1139,1/11/2021,TOKO NURJANAH,DAGING,40,2806400
1140,1/11/2021,SAHABAT ANDA,DAGING,150,12924000
1141,1/11/2021,SAHABAT ANDA,DAGING,40,2806400
1142,1/11/2021,SAHABAT ANDA,MIGOR,60,769560
1143,1/14/2021,TOKO ALEXANDER Y. ,BERAS,2250,24239250
1144,1/14/2021,TOKO HERI HARYANTO ,BERAS,600,6463800
1145,1/14/2021,TOKO AMRAN ,BERAS,300,3231900
1146,1/14/2021,TOKO ASEP SAFRUDIN ,BERAS,300,3231900
1147,1/14/2021,TOKO DWIANA MARYATI ,BERAS,250,2693250
1148,1/14/2021,TOKO QOYIM MASYAHARI ,BERAS,250,2693250
1149,1/14/2021,TOKO SUNDARIANTO ,BERAS,400,4309200
1150,1/14/2021,TOKO ASUN ,BERAS,1500,16159500
1151,1/14/2021,TOKO IIP KUSPOYO ,BERAS,1000,10773000
1152,1/14/2021,TOKO URAI INA KURNIA ,BERAS,2000,21546000
1153,1/14/2021,TOKO DEWI AFRITA ,BERAS,5000,53865000
1154,1/14/2021,TOKO FEBRIANTI INDAH LESTARI ,BERAS,1500,16159500
1155,1/18/2021,TOKO SULASTRI AGUSTINI,DAGING,50,4308000
1156,1/18/2021,TOKO SUPER STOCK,GULA,96,1152000
1157,1/18/2021,TOKO BERKAH DUA PUTRA,MIGOR,108,1385208
1158,1/18/2021,TOKO SIDAK,TEPUNG,20,166520
1159,1/20/2021,TOKO ARDO,DAGING,200,14032000
1160,1/20/2021,TOKO SULASTRI AGUSTINI,DAGING,140,9822400
1161,1/22/2021,TOKO DWI RETNO SAMUDRO,MIGOR,204,2616504
1162,1/22/2021,Warung Nak Zihan,MIGOR,204,2616504
1163,1/22/2021,TOKO SYUHAINI,GULA,72,864000
1164,1/22/2021,TOKO KOPERASI KONSUMEN SYARIAH BERKAH BERSEMI,GULA,72,864000
1165,1/22/2021,TOKO KOPERASI KONSUMEN SYARIAH BERKAH BERSEMI,DAGING,25,2154000
1166,1/28/2021,TOKO JERORA JAYA,BERAS,350,3699150
1167,1/28/2021,TOKO JERORA JAYA,GULA,96,1152000
1168,1/28/2021,TOKO JERORA JAYA,DAGING,25,2154000
1169,1/28/2021,TOKO MAJU TERUS,TEPUNG,100,832600
1170,1/28/2021,TOKO MAJU TERUS,BERAS,350,3699150
1171,1/28/2021,TOKO BUNAWI ,MIGOR,96,1231296
1172,2/1/2021,TOKO NURFADILAH ,MIGOR,1008,12928608
1173,2/1/2021,TOKO NURFADILAH ,GULA,360,4320000
1174,2/1/2021,TOKO NURFADILAH ,DAGING,25,2154000
1175,2/2/2021,TOKO JERORA JAYA,MIGOR,960,12312960
1176,2/2/2021,TOKO ANDREAS INDAH ,BERAS,1750,18856250
1177,2/3/2021,TOKO YUSMAN DABU,MIGOR,1200,15391200
1178,2/5/2021,TOKO MAJU TERUS,GULA,1000,12000000
1179,2/5/2021,TOKO MAJU TERUS,TEPUNG,80,666080
1180,2/5/2021,TOKO BERKAH DUA PUTRA,BERAS,800,8455200
1181,2/5/2021,TOKO BERKAH DUA PUTRA,MIGOR,832,10671232
1182,2/5/2021,TOKO BERKAH DUA PUTRA,DAGING,50,4308000
1183,2/10/2021,TOKO MUNIR,GULA,440,5280000
1184,2/16/2021,TOKO BOB-i,GULA,360,4320000
1185,2/16/2021,TOKO AMI,DAGING,100,8616000
1186,2/16/2021,TOKO BUNGUR,TEPUNG,100,887600
1187,2/16/2021,TOKO BUNGUR,BERAS,1000,10569000
1188,2/16/2021,TOKO DEWI AFRITA ,BERAS,3000,32325000
1189,2/16/2021,TOKO ENDANG HARTATI ,BERAS,1000,10775000
1190,2/16/2021,TOKO ENDANG SUSILAWATI ,BERAS,6000,64650000
1191,2/16/2021,TOKO KHET MEN ,BERAS,500,5387500
1192,2/16/2021,TOKO SARDIYANTO ,BERAS,2000,21550000
1193,2/16/2021,TOKO URAI INA KURNIA ,BERAS,2000,21550000
1194,2/17/2021,TOKO AMRAN ,BERAS,300,3232500
1195,2/17/2021,TOKO ASEP SAFRUDIN ,BERAS,300,3232500
1196,2/17/2021,TOKO EKO BUDI WINASIS ,BERAS,320,3448000
1197,2/17/2021,TOKO IDAWATI ,BERAS,230,2478250
1198,2/17/2021,TOKO IMIN ,BERAS,3000,32325000
1199,2/17/2021,TOKO MOMONG ALPINA ,BERAS,500,5387500
1200,2/17/2021,TOKO SOFIAN ,BERAS,400,4310000
1201,2/17/2021,TOKO HERI HARYANTO ,BERAS,700,7542500
1202,2/17/2021,TOKO JUANTI ,BERAS,2000,21550000
1203,2/17/2021,TOKO SIMON SUMARDI ,BERAS,1000,10775000
1204,2/19/2021,TOKO DEDES,BERAS,500,5284500
1205,2/19/2021,TOKO DEDES,DAGING,100,8616000
